Date,State,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Tadmin,Residents.Tested,Residents.Active,Staff.Active,Staff.Initiated,Residents.Initiated,Residents.Completed,Staff.Completed,Residents.Vadmin,Staff.Vadmin
2021-02-21,Minnesota,3888,1024,11,0,96328,,68,,487,240,137,295,,
2021-02-28,Minnesota,3899,1034,11,0,98168,,51,,639,299,227,389,,
2021-03-07,Minnesota,3942,1042,11,0,100017,,81,,730,352,234,426,,
2021-03-14,Minnesota,3961,1053,12,0,101875,,104,,730,352,234,441,,
2021-03-21,Minnesota,3966,1058,12,0,104303,,102,,1309,1774,1645,1033,2011,1773
2021-03-28,Minnesota,3991,1082,12,0,105239,,125,,1657,2560,2407,1448,2814,2188
2021-04-04,Minnesota,4072,1092,12,0,106980,,203,,1832,3928,3835,1786,4273,2528
2021-04-11,Minnesota,4142,1106,12,0,107674,,273,,2492,4116,4034,2313,4474,2528
2021-04-18,Minnesota,4182,1117,12,0,112092,,245,,2465,4202,4044,2276,4561,
2021-04-25,Minnesota,4223,1127,12,0,113289,,211,,2470,4324,4121,2286,4751,
2021-05-02,Minnesota,4228,1141,12,0,114473,,82,,2472,4437,4190,2296,4875,
2021-05-09,Minnesota,4229,1150,12,0,115202,,22,,2265,4389,4223,2090,4837,
2021-05-16,Minnesota,4229,1152,12,0,116101,,22,,2289,4508,4402,2133,5048,
2021-05-23,Minnesota,4229,1152,12,0,116542,,13,,2309,4561,4534,2152,5205,
2021-05-30,Minnesota,4229,1154,12,0,117368,,13,,2317,4677,4639,2161,5324,
2021-06-06,Minnesota,4229,1154,12,0,117782,,0,,2247,4964,4777,2091,5659,
2021-06-13,Minnesota,4229,1155,12,0,118258,,0,,2267,5127,4947,2111,5882,
2021-06-20,Minnesota,4229,1155,12,0,118797,,0,,2274,5266,5119,2119,6102,
2021-06-27,Minnesota,4229,1156,12,,109084,,0,,2278,5296,5154,2126,6150,
2021-07-04,Minnesota,4229,1156,12,,119564,,0,,2274,5375,5234,2129,6235,
2021-07-11,Minnesota,4229,1156,12,,119919,,0,,2280,5481,5349,2130,6397,
2021-07-18,Minnesota,4229,1156,12,,120261,,0,,2283,5518,5398,2133,6462,
2021-07-25,Minnesota,4230,1162,12,,120559,,1,,2292,5867,5673,2142,6846,
2021-08-01,Minnesota,4236,1162,12,,124050,,7,,2275,5962,5723,2142,6952,
2021-08-08,Minnesota,4250,1162,12,,128101,,21,,2346,6605,6062,2194,7634,
2021-08-15,Minnesota,4251,1162,12,,131155,,21,,2384,6887,6173,2232,7948,
2021-08-22,Minnesota,4256,1162,12,,133652,,20,,2409,7003,6302,2257,8189,
2021-08-29,Minnesota,4259,1162,12,,137752,,10,,2647,7047,6312,2495,8248,
2021-09-05,Minnesota,4288,1162,12,,138975,,33,,2865,7084,6438,2713,8412,
2021-09-12,Minnesota,4302,1162,12,,140057,,39,,2865,6474,5971,2713,7675,
2020-03-22,Mississippi,0,,0,0,,,,,,,,,,
2020-03-29,Mississippi,0,,,,,,,,,,,,,
2020-04-05,Mississippi,0,3,0,0,,,,,,,,,,
2020-04-12,Mississippi,4,3,1,0,,20,,,,,,,,
2020-04-19,Mississippi,4,,,,,,,,,,,,,
2020-04-26,Mississippi,6,4,1,0,,27,,,,,,,,
2020-05-03,Mississippi,7,7,1,0,,37,,,,,,,,
2020-05-10,Mississippi,15,8,1,0,,47,,,,,,,,
2020-05-17,Mississippi,23,9,1,0,,56,,,,,,,,
2020-05-24,Mississippi,29,15,1,,,69,,,,,,,,
2020-05-31,Mississippi,32,18,1,,,73,,,,,,,,
2020-06-07,Mississippi,34,27,1,,,79,,,,,,,,
2020-06-14,Mississippi,51,30,1,,,131,,,,,,,,
2020-06-21,Mississippi,61,34,1,,,143,,,,,,,,
2020-06-28,Mississippi,80,42,,,,213,,,,,,,,
2020-07-05,Mississippi,83,52,1,,,280,,,,,,,,
2020-07-12,Mississippi,95,,,,,,,,,,,,,
2020-07-19,Mississippi,109,73,,,463,,,,,,,,,
2020-07-26,Mississippi,382,80,,,,386,,,,,,,,
2020-08-02,Mississippi,394,98,,,,838,,,,,,,,
2020-08-09,Mississippi,426,117,,,,857,,,,,,,,
2020-08-16,Mississippi,510,124,,,,917,,,,,,,,
2020-08-23,Mississippi,535,129,,,,1011,,,,,,,,
2020-08-30,Mississippi,548,134,,,,1542,,,,,,,,
2020-09-06,Mississippi,552,135,,,,1559,,,,,,,,
2020-09-13,Mississippi,559,141,,,,1587,,,,,,,,
2020-09-20,Mississippi,592,145,,,,1619,,,,,,,,
2020-09-27,Mississippi,601,146,,,,1688,,,,,,,,
2020-10-04,Mississippi,735,146,,,,1799,,,,,,,,
2020-10-11,Mississippi,796,146,,,,2054,,,,,,,,
2020-10-18,Mississippi,798,146,,,,2064,,,,,,,,
2020-10-25,Mississippi,809,146,,,,2081,,,,,,,,
2020-11-01,Mississippi,813,146,,,,2096,8,,,,,,,
2020-11-08,Mississippi,871,146,,,2120,,62,,,,,,,
2020-11-15,Mississippi,889,146,,,2263,,60,,,,,,,
2020-11-22,Mississippi,902,146,,,2282,,85,,,,,,,
2020-11-29,Mississippi,902,146,,,2282,,84,,,,,,,
2020-12-06,Mississippi,1288,146,,,3082,,84,,,,,,,
2020-12-13,Mississippi,1338,220,,,3125,,311,,,,,,,
2020-12-20,Mississippi,1319,220,,,3126,,52,,,,0,0,,
2020-12-27,Mississippi,1410,220,10,2,3136,,118,,,,0,0,,
2021-01-03,Mississippi,1440,220,,,,,137,,,,0,0,,
2021-01-10,Mississippi,1448,220,,,,,127,,,,0,0,,
2021-01-17,Mississippi,1448,,,,,,124,,,,0,0,,
2021-01-24,Mississippi,1448,,22,,3312,,124,,,,0,,,
2021-01-31,Mississippi,1455,,23,,3315,,4,,,,0,,,
2021-02-07,Mississippi,1455,,23,,3321,,4,,,,0,,,
2021-02-14,Mississippi,1458,,23,,,,7,,,,0,,,
2021-02-21,Mississippi,1458,,23,,3331,,3,,,,,,,
2021-02-28,Mississippi,1458,,23,,3334,,3,,,,,,,
2021-03-07,Mississippi,1458,,23,,3339,,3,,,,0,158,,
2021-03-14,Mississippi,1461,,23,,,,5,,,,,,,
2021-03-21,Mississippi,1463,220,23,,3360,,2,,,,0,353,,
2021-03-28,Mississippi,1464,,23,,3360,,1,,,,14,360,,
2021-04-04,Mississippi,1464,,23,,,,1,,,,,,,
2021-04-11,Mississippi,1465,,23,,,,1,,,,82,,,
2021-04-18,Mississippi,1466,,23,,3395,,2,,,,1338,453,,
2021-04-25,Mississippi,1466,,23,,3418,,1,,,,4005,490,,
2021-05-02,Mississippi,1399,,23,,,,,,,,,,,
2021-05-09,Mississippi,1399,,23,,3436,,,,,,8734,537,,
2021-05-16,Mississippi,1399,,23,,3442,,,,,,8734,545,,
2021-05-23,Mississippi,1399,,23,,,,,,,,8734,,,
2021-05-30,Mississippi,1399,,23,,3444,,,,,,8734,546,,
2021-06-06,Mississippi,1466,,23,,3448,,0,,,,9485,546,,
2021-06-13,Mississippi,1466,,23,,3448,,0,,,,9901,546,,
2021-06-20,Mississippi,,,,,,,,,,,,,,
2021-06-27,Mississippi,,,,,,,,,,,,,,
2021-07-04,Mississippi,1467,,,,,,0,,,,,,,
2021-07-11,Mississippi,1467,,,,,,0,,,,,,,
2021-07-18,Mississippi,1467,,,,,,0,,,,,,,
2021-07-25,Mississippi,1467,,,,,,0,,,,,,,
2021-08-01,Mississippi,1467,,,,,,0,,,,,,,
2021-08-08,Mississippi,1467,,,,,,0,,,,,,,
2021-08-15,Mississippi,1467,,,,,,0,,,,,,,
2021-08-22,Mississippi,1467,,,,,,0,,,,,,,
2021-08-29,Mississippi,1467,,,,,,0,,,,,,,
2021-09-05,Mississippi,1467,,,,,,0,,,,,,,
2021-09-12,Mississippi,1467,,,,,,0,,,,,,,
2020-03-22,Missouri,1,0,0,0,,10,,,,,,,,
2020-03-29,Missouri,1,5,0,0,,27,,,,,,,,
2020-04-05,Missouri,1,5,1,0,,41,,,,,,,,
2020-04-12,Missouri,1,12,1,0,,49,,,,,,,,
2020-04-19,Missouri,25,13,1,0,,66,,,,,,,,
2020-04-26,Missouri,30,13,1,0,,185,,,,,,,,
2020-05-03,Missouri,43,20,1,0,,380,,,,,,,,
2020-05-10,Missouri,44,26,1,0,,513,,,,,,,,
2020-05-17,Missouri,44,27,1,0,,588,,,,,,,,
2020-05-24,Missouri,46,27,1,0,1606,1348,,,,,,,,
2020-05-31,Missouri,49,32,1,0,,2963,,,,,,,,
2020-06-07,Missouri,50,35,1,0,,3294,,,,,,,,
2020-06-14,Missouri,73,49,1,0,,6134,,,,,,,,
2020-06-21,Missouri,161,55,1,0,,12136,,,,,,,,
2020-06-28,Missouri,185,68,1,0,,12548,,,,,,,,
2020-07-05,Missouri,230,70,1,0,,14641,,,,,,,,
2020-07-12,Missouri,399,83,2,0,,15807,,,,,,,,
2020-07-19,Missouri,457,113,1,0,,18616,,,,,,,,
2020-07-26,Missouri,540,125,1,0,,22297,,,,,,,,
2020-08-02,Missouri,629,165,1,0,,23095,,,,,,,,
2020-08-09,Missouri,689,209,1,0,,26260,,,,,,,,
2020-08-16,Missouri,806,264,1,0,,26411,,,,,,,,
2020-08-23,Missouri,934,332,1,0,,26589,,,,,,,,
2020-08-30,Missouri,953,389,1,0,,26761,,,,,,,,
2020-09-06,Missouri,1128,446,1,0,,26965,,,,,,,,
2020-09-13,Missouri,1597,494,1,0,,26965,,,,,,,,
2020-09-20,Missouri,1795,539,1,0,,27317,,,,,,,,
2020-09-27,Missouri,2221,650,1,0,,27562,,,,,,,,
2020-10-04,Missouri,2387,759,2,0,,27712,,,,,,,,
2020-10-11,Missouri,2651,886,2,1,,,,,,,,,,
2020-10-18,Missouri,3226,1156,4,1,48167,48167,1010,376,,,,,,
2020-10-25,Missouri,3621,1292,10,2,49259,50103,1165,391,,,,,,
2020-11-01,Missouri,3816,1466,10,2,50979,51164,1018,361,,,,,,
2020-11-08,Missouri,4226,1618,22,2,51732,,1203,568,,,,,,
2020-11-15,Missouri,3364,1286,,,,,1164,562,,,,,,
2020-11-22,Missouri,4614,1909,27,4,,,,,,,,,,
2020-11-29,Missouri,4790,1938,36,4,71952,,659,225,,,,,,
2020-12-06,Missouri,4951,2104,37,4,73073,,519,143,,,,,,
2020-12-13,Missouri,4975,2144,39,5,75045,,353,143,,,,,,
2020-12-20,Missouri,5049,2216,39,5,75212,,244,118,,,0,0,,
2020-12-27,Missouri,5158,2257,40,5,77093,,238,121,,,0,0,,
2021-01-03,Missouri,5214,2303,42,5,78221,,178,122,,,0,0,,
2021-01-10,Missouri,5277,2458,42,5,79942,,134,116,,,0,0,,
2021-01-17,Missouri,5330,2461,42,5,81717,,132,117,,,0,0,,
2021-01-24,Missouri,5377,2489,42,5,83255,,102,99,,,0,,,
2021-01-31,Missouri,5411,2528,42,6,84177,,117,76,,,0,,,
2021-02-07,Missouri,5456,2548,42,6,84409,,103,51,,,0,,,
2021-02-14,Missouri,5494,2221,42,6,86186,,72,28,,,0,,,
2021-02-21,Missouri,5517,2562,45,6,87181,,58,17,,,0,,,
2021-02-28,Missouri,5529,2564,45,6,88080,,48,11,,,0,,,
2021-03-07,Missouri,5551,2571,45,6,89148,,37,9,,,0,,,
2021-03-14,Missouri,5563,2571,48,6,90250,,32,9,,,0,,,
2021-03-21,Missouri,5581,2575,48,6,91169,,38,7,,,,,,
2021-03-28,Missouri,5614,2575,48,6,92520,,38,5,,,,,,
2021-04-04,Missouri,5628,2576,48,6,92691,,44,3,,,3303,,,
2021-04-11,Missouri,5649,2581,48,6,93629,,47,5,,,3653,,,
2021-04-18,Missouri,5661,2585,48,6,94698,,44,9,,6202,,,,
2021-04-25,Missouri,5620,2245,48,6,95292,,33,7,,9278,,,,
2021-05-02,Missouri,5726,2590,48,6,96152,,74,8,,10795,,,,
2021-05-09,Missouri,5793,2597,48,6,97475,,124,7,,12216,,,,
2021-05-16,Missouri,5826,2605,48,6,98148,,128,10,,12216,,,,
2021-05-23,Missouri,5848,2611,48,6,98867,,106,12,,12476,,,,
2021-05-30,Missouri,5855,2616,48,6,99572,,53,20,,12663,,,,
2021-06-06,Missouri,5875,2633,48,6,100925,,28,28,,13493,,,,
2021-06-13,Missouri,5885,2641,48,6,100925,,30,21,,13774,,,,
2021-06-20,Missouri,5899,2654,48,6,102913,,33,22,,13984,,,,
2021-06-27,Missouri,5887,2308,48,6,112913,,53,21,,13984,,,,
2021-07-04,Missouri,5988,2317,48,7,113985,,135,24,,14291,,,,
2021-07-11,Missouri,6168,2338,48,7,114509,,285,31,,14291,,,,
2021-07-18,Missouri,6300,2367,48,7,116095,,358,45,,14469,,,,
2021-07-25,Missouri,6531,2412,50,9,117090,,282,52,,14708,,,,
2021-08-01,Missouri,7651,3266,50,9,117090,,225,58,,14992,,,,
2021-08-08,Missouri,7613,2506,50,9,117090,,188,62,,15202,,,,
2021-08-15,Missouri,7684,2576,50,9,117845,,140,63,,15430,,,,
2021-08-22,Missouri,6019,2215,50,9,117875,,52,41,,15556,,,,
2021-08-29,Missouri,6858,2573,50,9,118112,,95,47,,16267,,,,
2021-09-05,Missouri,6895,2594,50,9,117379,,68,35,,16267,,,,
2021-09-12,Missouri,6921,2625,51,9,117379,,57,44,,16591,,,,
2020-03-22,Montana,,,0,0,,,,,,,,,,
2020-03-29,Montana,,,0,0,,,,,,,,,,
2020-04-05,Montana,1,2,0,0,,,,,,,,,,
2020-04-12,Montana,2,2,0,0,,,,,,,,,,
2020-04-19,Montana,2,2,0,0,,5,,,,,,,,
2020-04-26,Montana,2,3,0,0,,27,,,,,,,,
2020-05-03,Montana,2,3,0,0,,,,,,,,,,
2020-05-10,Montana,2,3,0,0,,7,,,,,,,,
2020-05-17,Montana,2,3,0,0,,24,,,,,,,,
2020-05-24,Montana,2,3,0,0,,54,,,,,,,,
2020-05-31,Montana,2,3,0,0,,54,,,,,,,,
2020-06-07,Montana,2,3,0,0,,291,,,,,,,,
2020-06-14,Montana,2,3,,,,291,,,,,,,,
2020-06-21,Montana,3,3,0,0,,723,,,,,,,,
2020-06-28,Montana,3,3,0,0,,723,,,,,,,,
2020-07-05,Montana,3,3,0,0,,723,,,,,,,,
2020-07-12,Montana,11,3,,0,,1886,,,,,,,,
2020-07-19,Montana,13,5,0,0,,1886,,,,,,,,
2020-07-26,Montana,13,8,0,0,,1924,,,,,,,,
2020-08-02,Montana,13,8,,,,1924,,,,,,,,
2020-08-09,Montana,,,0,0,,,,,,,,,,
2020-08-16,Montana,15,9,,,,,,,,,,,,
2020-08-23,Montana,17,9,0,0,,,,,,,,,,
2020-08-30,Montana,22,9,0,0,,,,,,,,,,
2020-09-06,Montana,79,12,0,0,,,,,,,,,,
2020-09-13,Montana,112,20,0,0,,,,,,,,,,
2020-09-20,Montana,132,27,0,0,,,,,,,,,,
2020-09-27,Montana,156,28,0,0,,,,,,,,,,
2020-10-04,Montana,,,0,0,,,,,,,,,,
2020-10-11,Montana,343,72,0,0,,,,,,,,,,
2020-10-18,Montana,458,97,0,0,,,,,,,,,,
2020-10-25,Montana,661,157,0,0,,,,,,,,,,
2020-11-01,Montana,763,199,0,0,,,,,,,,,,
2020-11-08,Montana,865,209,2,0,,,,,,,,,,
2020-11-15,Montana,957,232,3,0,,,,,,,,,,
2020-11-22,Montana,969,244,4,0,,,,,,,,,,
2020-11-29,Montana,1052,266,4,0,,,,,,,,,,
2020-12-06,Montana,1053,255,4,0,,,,,,,,,,
2020-12-13,Montana,1113,260,6,0,,,,,,,,,,
2020-12-20,Montana,1116,205,6,0,,,,,,,0,0,,
2020-12-27,Montana,1124,262,6,0,,,,,,,0,0,,
2021-01-03,Montana,1124,262,6,0,,,,,,,0,0,,
2021-01-10,Montana,1124,263,6,0,,,,,,,0,0,,
2021-01-17,Montana,1124,207,6,0,,,,,,,0,0,,
2021-01-24,Montana,1127,265,6,0,,,,,,,0,0,,
2021-01-31,Montana,1128,275,6,0,,,,,,,0,0,,
2021-02-07,Montana,1129,276,6,0,,,,,,,0,0,,
2021-02-14,Montana,1129,276,6,0,,,,,,,0,0,,
2021-02-21,Montana,1129,277,6,0,,,,,,,0,0,,
2021-02-28,Montana,1129,221,6,0,,,,,,,,0,,
2021-03-07,Montana,1129,277,6,0,,,,,,,211,0,,
2021-03-14,Montana,1129,277,6,0,,,,,,,211,0,,
2021-03-21,Montana,1129,278,6,0,,,,,,,233,0,,
2021-03-28,Montana,1135,282,6,0,,,,,,,318,0,,
2021-04-04,Montana,1135,282,6,0,,,,,,,,,,
2021-04-11,Montana,1135,285,6,0,,,,,,,506,,,
2021-04-18,Montana,1135,285,6,0,,,,,,,619,,,
2021-04-25,Montana,1135,285,6,0,,,,,,,619,,,
2021-05-02,Montana,1136,225,6,0,,,,,,,853,,,
2021-05-09,Montana,1136,285,6,0,,,,,,,935,,,
2021-05-16,Montana,1136,285,6,0,,,,,,,,,,
2021-05-23,Montana,1138,285,6,0,,,,,,,,,,
2021-05-30,Montana,1138,285,6,0,,,,,,,1018,,,
2021-06-06,Montana,1138,285,6,0,,,,,,,1053,,,
2021-06-13,Montana,1138,285,6,0,,,,,,,,,,
2021-06-20,Montana,1138,285,6,0,,,,,,,1090,,,
2021-06-27,Montana,1138,225,6,0,,,,,,,,,,
2021-07-04,Montana,1138,225,6,0,,,,,,,,,,
2021-07-11,Montana,1138,225,6,0,,,,,,,,,,
2021-07-18,Montana,1138,225,6,0,,,,,,,,,,
2021-07-25,Montana,1138,225,6,0,,,,,,,,,,
2021-08-01,Montana,1138,225,6,0,,,,,,,,,,
2021-08-08,Montana,1139,231,6,0,,,,,,,,,,
2021-08-15,Montana,1144,234,6,0,,,,,,,,,,
2021-08-22,Montana,1144,234,6,0,,,,,,,,,,
2021-08-29,Montana,1144,236,6,0,,,,,,,,,,
2021-09-05,Montana,1144,236,6,0,,,,,,,,,,
2021-09-12,Montana,1158,255,6,0,,,,,,,,,,
2020-03-22,Nebraska,,,0,0,,,,,,,,,,
2020-03-29,Nebraska,,1,,,,,,,,,,,,
2020-04-05,Nebraska,0,1,0,0,,,,,,,,,,
2020-04-12,Nebraska,0,1,0,0,,,,,,,,,,
2020-04-19,Nebraska,0,1,0,0,,,,,,,,,,
2020-04-26,Nebraska,0,3,0,0,,,,,,,,,,
2020-05-03,Nebraska,0,5,0,0,,,,,,,,,,
2020-05-10,Nebraska,1,9,0,0,,,,,,,,,,
2020-05-17,Nebraska,7,10,0,0,,,,,,,,,,
2020-05-24,Nebraska,7,12,,0,,,,,,,,,,
2020-05-31,Nebraska,0,7,,0,,,,,,,,,,
2020-06-07,Nebraska,0,7,,0,,,,,,,,,,
2020-06-14,Nebraska,7,20,0,0,,400,,,,,,,,
2020-06-21,Nebraska,8,20,0,0,,688,,,,,,,,
2020-06-28,Nebraska,8,7,0,0,,894,,,,,,,,
2020-07-05,Nebraska,8,23,0,,,898,,,,,,,,
2020-07-12,Nebraska,8,29,0,,,928,,,,,,,,
2020-07-19,Nebraska,8,8,0,0,,935,,,,,,,,
2020-07-26,Nebraska,10,42,0,,,939,,,,,,,,
2020-08-02,Nebraska,10,49,0,,,945,,,,,,,,
2020-08-09,Nebraska,10,55,0,,,950,,,,,,,,
2020-08-16,Nebraska,10,8,0,0,,953,,,,,,,,
2020-08-23,Nebraska,11,8,0,0,,955,,,,,,,,
2020-08-30,Nebraska,0,8,,0,,1537,,,,,,,,
2020-09-06,Nebraska,57,82,,0,,1907,,,,,,,,
2020-09-13,Nebraska,196,121,1,0,,1979,,,,,,,,
2020-09-20,Nebraska,210,11,1,0,,2102,,,,,,,,
2020-09-27,Nebraska,231,11,1,0,,2091,,,,,,,,
2020-10-04,Nebraska,242,11,1,0,2738,2091,,,,,,,,
2020-10-11,Nebraska,242,11,,0,,1905,,,,,,,,
2020-10-18,Nebraska,260,11,2,0,3075,2096,,,,,,,,
2020-10-25,Nebraska,260,11,2,0,3075,2096,,,,,,,,
2020-11-01,Nebraska,283,11,2,0,3164,2134,,,,,,,,
2020-11-08,Nebraska,429,,3,,3479,2310,,,,,,,,
2020-11-15,Nebraska,577,,3,,4111,2752,,,,,,,,
2020-11-22,Nebraska,677,321,4,,4755,3210,,,,,,,,
2020-11-29,Nebraska,743,359,5,,5200,3268,,,,,,,,
2020-12-06,Nebraska,786,,6,,5525,3342,,,,,,,,
2020-12-13,Nebraska,855,,6,,5743,3447,,,,,,,,
2020-12-20,Nebraska,855,,6,,5743,,,,,,,,,
2020-12-27,Nebraska,873,461,6,,5972,3518,,,,,,,,
2021-01-03,Nebraska,876,,6,,6059,3521,,,,,,,,
2021-01-10,Nebraska,890,,6,,6282,3596,,,,,,,,
2021-01-17,Nebraska,932,,6,,6464,3646,,,,,,,,
2021-01-24,Nebraska,932,,6,,6464,,,,,,,,,
2021-01-31,Nebraska,956,,6,,6577,3660,,,,,,,,
2021-02-07,Nebraska,959,,6,,6636,3661,67,,,,,,,
2021-02-14,Nebraska,967,,6,,6701,,59,,,,,,,
2021-02-21,Nebraska,967,538,6,,6709,3668,33,,,,,,,
2021-02-28,Nebraska,971,,6,,6742,3671,13,,,,,,,
2021-03-07,Nebraska,971,,6,,6772,3674,13,,,,,,,
2021-03-14,Nebraska,982,,6,,6772,3675,13,,,,,,,
2021-03-21,Nebraska,982,,6,,6769,,6,,,,,,,
2021-03-28,Nebraska,982,,6,,6776,3676,6,,,,,,,
2021-04-04,Nebraska,982,557,6,,6776,3676,2,,,,,,,
2021-04-11,Nebraska,982,,6,,6782,3676,0,,,,,,,
2021-04-18,Nebraska,982,,6,,6782,3675,0,,,,,,,
2021-04-25,Nebraska,982,,6,,6782,3675,0,,,,,,,
2021-05-02,Nebraska,982,,6,,6783,3676,0,,,,,,,
2021-05-09,Nebraska,982,,6,,6783,3676,0,,,,,,,
2021-05-16,Nebraska,982,,6,,6784,3676,0,,,,,,,
2021-05-23,Nebraska,982,,6,,6784,3676,0,,,,,,,
2021-05-30,Nebraska,982,,6,,6784,3676,0,,,,,,,
2021-06-06,Nebraska,983,,6,,6786,3677,0,,,,,,,
2021-06-13,Nebraska,983,,6,,6788,3679,0,,,,,,,
2021-06-20,Nebraska,983,,6,,6788,3679,0,,,,,,,
2021-06-27,Nebraska,983,,6,,6792,,0,,,,,,,
2021-07-04,Nebraska,983,,6,,6793,,0,,,,,,,
2021-07-11,Nebraska,983,,6,,6793,,0,,,,,,,
2021-07-18,Nebraska,983,,6,,6793,,0,,,,,,,
2021-07-25,Nebraska,983,,6,,6794,,0,,,,,,,
2021-08-01,Nebraska,985,,6,,6796,,2,,,,,,,
2021-08-08,Nebraska,997,,6,,6819,,14,,,,,,,
2021-08-15,Nebraska,1026,,8,,6882,,41,,,,,,,
2021-08-22,Nebraska,1032,,8,,6903,,40,,,,,,,
2021-08-29,Nebraska,1039,,8,,6945,,21,,,,,,,
2021-09-05,Nebraska,1040,,8,,6972,,8,,,,,,,
2021-09-12,Nebraska,1049,,8,,6990,,13,,,,,,,
2020-03-22,Nevada,0,1,0,0,,,,,,,,,,
2020-03-29,Nevada,0,2,0,0,,,,,,,,,,
2020-04-05,Nevada,0,2,0,0,,,,,,,,,,
2020-04-12,Nevada,0,8,0,0,,,,,,,,,,
2020-04-19,Nevada,0,8,0,0,,,,,,,,,,
2020-04-26,Nevada,0,14,0,0,,39,,,,,,,,
2020-05-03,Nevada,0,17,0,0,,49,,,,,,,,
2020-05-10,Nevada,0,18,0,0,,,,,,,,,,
2020-05-17,Nevada,1,20,0,0,,121,,,,,,,,
2020-05-24,Nevada,5,21,0,0,,,,,,,,,,
2020-05-31,Nevada,5,27,0,0,,3425,,,,,,,,
2020-06-07,Nevada,7,30,0,0,,5001,,,,,,,,
2020-06-14,Nevada,9,34,0,0,,8766,,,,,,,,
2020-06-21,Nevada,15,37,0,0,,9144,,,,,,,,
2020-06-28,Nevada,15,39,0,0,,12368,,,,,,,,
2020-07-05,Nevada,16,46,0,0,12368,,,,,,,,,
2020-07-12,Nevada,18,54,0,0,,12368,,,,,,,,
2020-07-19,Nevada,19,61,0,0,,,,,,,,,,
2020-07-26,Nevada,22,76,0,0,,,,,,,,,,
2020-08-02,Nevada,20,89,0,1,,,,,,,,,,
2020-08-09,Nevada,25,96,0,1,,,,,,,,,,
2020-08-16,Nevada,27,94,0,1,,,,,,,,,,
2020-08-23,Nevada,28,101,0,2,,,,,,,,,,
2020-08-30,Nevada,32,110,0,2,,,,,,,,,,
2020-09-06,Nevada,34,114,0,2,,,,,,,,,,
2020-09-13,Nevada,35,123,0,2,,,,,,,,,,
2020-09-20,Nevada,35,135,0,2,,,,,,,,,,
2020-09-27,Nevada,37,136,0,2,,,,,,,,,,
2020-10-04,Nevada,39,142,0,2,,,,,,,,,,
2020-10-11,Nevada,39,148,0,2,,,,,,,,,,
2020-10-18,Nevada,41,152,0,2,,,,,,,,,,
2020-10-25,Nevada,41,166,0,2,,,,,,,,,,
2020-11-01,Nevada,42,176,0,2,,,,,,,,,,
2020-11-08,Nevada,170,214,0,2,,,,,,,,,,
2020-11-15,Nevada,577,317,0,2,,,,,,,,,,
2020-11-22,Nevada,674,356,0,2,,,,,,,,,,
2020-11-29,Nevada,1103,448,2,2,,,,,,,,,,
2020-12-06,Nevada,2333,603,19,2,,,,,,,,,,
2020-12-13,Nevada,3181,680,30,2,,,,,,,,,,
2020-12-20,Nevada,3957,802,36,2,,,,,,,0,,,
2020-12-27,Nevada,4262,852,51,3,,,,,,,0,,,
2021-01-03,Nevada,4347,892,53,3,,,,,,,0,,,
2021-01-10,Nevada,4462,932,57,4,,,,,,,0,,,
2021-01-17,Nevada,4482,946,57,4,,,,,,,0,,,
2021-01-24,Nevada,4648,1012,57,4,,,,,,,,,,
2021-01-31,Nevada,4794,1020,57,4,,,,,,,,,,
2021-02-07,Nevada,4496,964,57,3,,,,,,,,,,
2021-02-14,Nevada,4674,1033,57,3,,,,,,,,,,
2021-02-21,Nevada,4714,1003,57,3,,,,,,,,,,
2021-02-28,Nevada,4510,1003,57,3,,,,,,,,,,
2021-03-07,Nevada,4510,973,57,3,,,,,,,,,,
2021-03-14,Nevada,4513,971,57,3,,,,,,,,,,
2021-03-21,Nevada,4515,973,57,3,,,,,,,2,787,,
2021-03-28,Nevada,4518,977,57,3,,,,,,,,,,
2021-04-04,Nevada,4523,981,57,3,,,,,,,156,820,,
2021-04-11,Nevada,4537,982,57,3,,,,,,,214,822,,
2021-04-18,Nevada,4537,987,57,3,,,,,,,442,833,,
2021-04-25,Nevada,4549,992,57,3,,,,,,,641,833,,
2021-05-02,Nevada,4557,995,57,3,,,,,,,741,836,,
2021-05-09,Nevada,4560,1000,57,3,,,,,,,851,845,,
2021-05-16,Nevada,4565,1004,53,3,,,,,,,,,,
2021-05-23,Nevada,4566,1005,53,3,,,,,,,,,,
2021-05-30,Nevada,4568,1006,54,3,,,,,,,,,,
2021-06-06,Nevada,4571,1006,54,3,,,,,,,,,,
2021-06-13,Nevada,4572,1006,54,3,,,,,,,,,,
2021-06-20,Nevada,4576,1011,54,3,,,,,,,,,,
2021-06-27,Nevada,4500,1015,54,3,,,,,,,,,,
2021-07-04,Nevada,4500,1016,49,3,,,,,,,,,,
2021-07-18,Nevada,4501,1027,49,3,,,,,,,,,,
2021-07-25,Nevada,4501,1037,49,3,,,,,,,,,,
2021-08-01,Nevada,4504,1040,49,3,,,,,,,,,,
2021-08-22,Nevada,4517,1079,49,3,,,,,,,,,,
2021-08-29,Nevada,4530,1098,49,3,,,,,,,,,,
2021-09-05,Nevada,4533,1104,49,3,,,,,,,,,,
2021-09-12,Nevada,4540,1119,49,3,,,,,,,,,,
2020-03-22,New Hampshire,0,0,0,0,,3,,,,,,,,
